state,state_name,county,metro,fmr_0br_median,fmr_0br_max,fmr_1br_median,fmr_1br_max,fmr_2br_median,fmr_2br_max,fmr_3br_median,fmr_3br_max,fmr_4br_median,fmr_4br_max,area_rows
CO,Colorado,La Plata County,nonmetro,1181,1181,1211,1211,1589,1589,1942,1942,2288,2288,1
CO,Colorado,Lake County,nonmetro,1017,1017,1024,1024,1343,1343,1714,1714,2106,2106,1
CO,Colorado,Larimer County,metro,1509,1509,1537,1537,1732,1732,2385,2385,2540,2540,1
CO,Colorado,Las Animas County,nonmetro,796,796,880,880,1155,1155,1425,1425,1529,1529,1
CO,Colorado,Lincoln County,nonmetro,769,769,774,774,1016,1016,1413,1413,1593,1593,1
CO,Colorado,Logan County,nonmetro,769,769,839,839,1101,1101,1452,1452,1458,1458,1
CO,Colorado,Mesa County,metro,881,881,986,986,1249,1249,1737,1737,2095,2095,1
CO,Colorado,Mineral County,nonmetro,1017,1017,1024,1024,1343,1343,1714,1714,2106,2106,1
CO,Colorado,Moffat County,nonmetro,881,881,887,887,1164,1164,1396,1396,1614,1614,1
CO,Colorado,Montezuma County,nonmetro,852,852,906,906,1180,1180,1569,1569,1850,1850,1
CO,Colorado,Montrose County,nonmetro,884,884,890,890,1168,1168,1624,1624,1959,1959,1
CO,Colorado,Morgan County,nonmetro,878,878,884,884,1160,1160,1606,1606,1824,1824,1
CO,Colorado,Otero County,nonmetro,737,737,742,742,973,973,1303,1303,1632,1632,1
CO,Colorado,Ouray County,nonmetro,1170,1170,1245,1245,1526,1526,2122,2122,2392,2392,1
CO,Colorado,Park County,metro,1643,1643,1754,1754,2089,2089,2734,2734,3049,3049,1
CO,Colorado,Phillips County,nonmetro,798,798,803,803,1054,1054,1345,1345,1652,1652,1
CO,Colorado,Pitkin County,nonmetro,1526,1526,2020,2020,2214,2214,2826,2826,3471,3471,1
CO,Colorado,Prowers County,nonmetro,746,746,888,888,973,973,1249,1249,1542,1542,1
CO,Colorado,Pueblo County,metro,875,875,967,967,1269,1269,1617,1617,1893,1893,1
CO,Colorado,Rio Blanco County,nonmetro,764,764,769,769,1009,1009,1285,1285,1582,1582,1
CO,Colorado,Rio Grande County,nonmetro,839,839,976,976,1094,1094,1312,1312,1715,1715,1
CO,Colorado,Routt County,nonmetro,1726,1726,1845,1845,2022,2022,2424,2424,3170,3170,1
CO,Colorado,Saguache County,nonmetro,748,748,797,797,975,975,1295,1295,1529,1529,1
CO,Colorado,San Juan County,nonmetro,945,945,1119,1119,1227,1227,1509,1509,1924,1924,1
CO,Colorado,San Miguel County,nonmetro,1245,1245,1254,1254,1645,1645,2288,2288,2579,2579,1
CO,Colorado,Sedgwick County,nonmetro,746,746,759,759,973,973,1167,1167,1525,1525,1
CO,Colorado,Summit County,nonmetro,1701,1701,1880,1880,2467,2467,2958,2958,3268,3268,1
CO,Colorado,Teller County,metro,1029,1029,1362,1362,1493,1493,2076,2076,2505,2505,1
CO,Colorado,Washington County,nonmetro,854,854,856,856,1114,1114,1336,1336,1475,1475,1
CO,Colorado,Weld County,metro,1171,1171,1238,1238,1563,1563,2174,2174,2590,2590,1
CO,Colorado,Yuma County,nonmetro,803,803,809,809,1061,1061,1361,1361,1405,1405,1
CT,Connecticut,Capitol Planning Region,metro,1286,1286,1477,1477,1865,1865,2236,2236,2537,2537,38
CT,Connecticut,Greater Bridgeport Planning Region,metro,1731,1731,2100,2100,2511,2511,3036,3036,3598,3598,6
CT,Connecticut,Lower Connecticut River Valley Planning Region,metro,1286,1286,1477,1477,1865,1865,2236,2236,2537,2539,17
CT,Connecticut,Naugatuck Valley Planning Region,metro,1246,1279,1445,1445,1788,1788,2210,2210,2608,2864,19
CT,Connecticut,Northeastern Connecticut Planning Region,nonmetro,1104,1104,1304,1304,1601,1601,2062,2062,2326,2451,16
CT,Connecticut,Northwest Hills Planning Region,nonmetro,1114,1114,1316,1316,1616,1616,2082,2082,2348,2348,21
CT,Connecticut,South Central Connecticut Planning Region,metro,1372,1372,1591,1591,1969,1969,2433,2433,2872,2872,15
CT,Connecticut,Southeastern Connecticut Planning Region,metro,1287,1287,1496,1496,1866,1866,2406,2406,2988,2988,19
CT,Connecticut,Western Connecticut Planning Region,metro,1731,1731,2100,2100,2511,2511,3036,3036,3598,3598,18
DC,District of Columbia,District of Columbia,metro,1953,1953,2015,2015,2246,2246,2835,2835,3332,3332,1
DE,Delaware,Kent County,metro,1158,1158,1165,1165,1470,1470,2044,2044,2285,2285,1
DE,Delaware,New Castle County,metro,1397,1397,1520,1520,1810,1810,2170,2170,2423,2423,1
DE,Delaware,Sussex County,nonmetro,1059,1059,1066,1066,1399,1399,1757,1757,2172,2172,1
FL,Florida,Alachua County,metro,1154,1154,1246,1246,1493,1493,1868,1868,1977,1977,1
FL,Florida,Baker County,metro,903,903,922,922,1103,1103,1512,1512,1708,1708,1
FL,Florida,Bay County,metro,1426,1426,1480,1480,1682,1682,2169,2169,2689,2689,1
FL,Florida,Bradford County,nonmetro,976,976,1022,1022,1120,1120,1433,1433,1879,1879,1
FL,Florida,Brevard County,metro,1266,1266,1478,1478,1709,1709,2330,2330,2645,2645,1
FL,Florida,Broward County,metro,1737,1737,1900,1900,2333,2333,3216,3216,3810,3810,1
FL,Florida,Calhoun County,nonmetro,848,848,888,888,973,973,1283,1283,1288,1288,1
FL,Florida,Charlotte County,metro,1159,1159,1167,1167,1470,1470,2041,2041,2326,2326,1
FL,Florida,Citrus County,metro,981,981,988,988,1225,1225,1704,1704,2016,2016,1
FL,Florida,Clay County,metro,1355,1355,1382,1382,1658,1658,2043,2043,2561,2561,1
FL,Florida,Collier County,metro,1396,1396,1797,1797,1986,1986,2581,2581,2805,2805,1
FL,Florida,Columbia County,nonmetro,990,990,1034,1034,1318,1318,1580,1580,1745,1745,1
FL,Florida,DeSoto County,nonmetro,1053,1053,1060,1060,1209,1209,1663,1663,1865,1865,1
FL,Florida,Dixie County,nonmetro,875,875,881,881,1156,1156,1525,1525,1531,1531,1
FL,Florida,Duval County,metro,1355,1355,1382,1382,1658,1658,2043,2043,2561,2561,1
FL,Florida,Escambia County,metro,1112,1112,1257,1257,1471,1471,1952,1952,2380,2380,1
FL,Florida,Flagler County,metro,1278,1278,1433,1433,1806,1806,2468,2468,2797,2797,1
FL,Florida,Franklin County,nonmetro,1033,1033,1058,1058,1186,1186,1564,1564,1570,1570,1
FL,Florida,Gadsden County,metro,1097,1097,1204,1204,1352,1352,1674,1674,1790,1790,1
FL,Florida,Gilchrist County,metro,1154,1154,1246,1246,1493,1493,1868,1868,1977,1977,1
FL,Florida,Glades County,nonmetro,1091,1091,1117,1117,1252,1252,1516,1516,1658,1658,1
FL,Florida,Gulf County,nonmetro,1289,1289,1297,1297,1702,1702,2041,2041,2253,2253,1
FL,Florida,Hamilton County,nonmetro,855,855,875,875,981,981,1294,1294,1299,1299,1
FL,Florida,Hardee County,nonmetro,1058,1058,1064,1064,1248,1248,1691,1691,2094,2094,1
FL,Florida,Hendry County,nonmetro,1071,1071,1077,1077,1271,1271,1567,1567,1875,1875,1
FL,Florida,Hernando County,metro,1593,1593,1696,1696,1977,1977,2527,2527,3077,3077,1
FL,Florida,Highlands County,metro,876,876,1006,1006,1271,1271,1538,1538,2017,2017,1
FL,Florida,Hillsborough County,metro,1593,1593,1696,1696,1977,1977,2527,2527,3077,3077,1
FL,Florida,Holmes County,nonmetro,939,939,983,983,1078,1078,1423,1423,1427,1427,1
FL,Florida,Indian River County,metro,1214,1214,1222,1222,1604,1604,1956,1956,2691,2691,1
FL,Florida,Jackson County,nonmetro,736,736,814,814,1068,1068,1404,1404,1414,1414,1
FL,Florida,Jefferson County,metro,1097,1097,1204,1204,1352,1352,1674,1674,1790,1790,1
FL,Florida,Lafayette County,nonmetro,1152,1152,1181,1181,1323,1323,1586,1586,1752,1752,1
FL,Florida,Lake County,metro,1650,1650,1731,1731,1972,1972,2476,2476,2924,2924,1
FL,Florida,Lee County,metro,1629,1629,1638,1638,1961,1961,2560,2560,2836,2836,1
FL,Florida,Leon County,metro,1097,1097,1204,1204,1352,1352,1674,1674,1790,1790,1
FL,Florida,Levy County,metro,735,735,831,831,974,974,1238,1238,1290,1290,1
FL,Florida,Liberty County,nonmetro,943,943,966,966,1083,1083,1488,1488,1817,1817,1
FL,Florida,Madison County,nonmetro,873,873,969,969,1086,1086,1400,1400,1543,1543,1
FL,Florida,Manatee County,metro,1418,1418,1686,1686,1958,1958,2537,2537,3027,3027,1
FL,Florida,Marion County,metro,1126,1126,1172,1172,1373,1373,1772,1772,1905,1905,1
FL,Florida,Martin County,metro,1455,1455,1467,1467,1757,1757,2421,2421,2579,2579,1
FL,Florida,Miami-Dade County,metro,1828,1828,1995,1995,2436,2436,3127,3127,3613,3613,1
FL,Florida,Monroe County,nonmetro,1726,1726,2211,2211,2504,2504,3303,3303,3315,3315,1
FL,Florida,Nassau County,metro,1355,1355,1382,1382,1658,1658,2043,2043,2561,2561,1
FL,Florida,Okaloosa County,metro,1362,1362,1581,1581,1785,1785,2448,2448,2979,2979,1
FL,Florida,Okeechobee County,nonmetro,1025,1025,1032,1032,1346,1346,1650,1650,1782,1782,1
FL,Florida,Orange County,metro,1650,1650,1731,1731,1972,1972,2476,2476,2924,2924,1
FL,Florida,Osceola County,metro,1650,1650,1731,1731,1972,1972,2476,2476,2924,2924,1
FL,Florida,Palm Beach County,metro,1788,1788,1901,1901,2254,2254,2920,2920,3388,3388,1
FL,Florida,Pasco County,metro,1593,1593,1696,1696,1977,1977,2527,2527,3077,3077,1
FL,Florida,Pinellas County,metro,1593,1593,1696,1696,1977,1977,2527,2527,3077,3077,1
FL,Florida,Polk County,metro,1226,1226,1230,1230,1497,1497,2023,2023,2511,2511,1
FL,Florida,Putnam County,nonmetro,874,874,880,880,1155,1155,1452,1452,1529,1529,1
FL,Florida,Santa Rosa County,metro,1112,1112,1257,1257,1471,1471,1952,1952,2380,2380,1
FL,Florida,Sarasota County,metro,1418,1418,1686,1686,1958,1958,2537,2537,3027,3027,1
FL,Florida,Seminole County,metro,1650,1650,1731,1731,1972,1972,2476,2476,2924,2924,1
FL,Florida,St. Johns County,metro,1355,1355,1382,1382,1658,1658,2043,2043,2561,2561,1
FL,Florida,St. Lucie County,metro,1455,1455,1467,1467,1757,1757,2421,2421,2579,2579,1
FL,Florida,Sumter County,metro,1076,1076,1139,1139,1328,1328,1655,1655,1937,1937,1
FL,Florida,Suwannee County,nonmetro,967,967,1013,1013,1110,1110,1484,1484,1573,1573,1
FL,Florida,Taylor County,nonmetro,887,887,908,908,1018,1018,1343,1343,1386,1386,1
FL,Florida,Union County,nonmetro,857,857,863,863,1132,1132,1421,1421,1499,1499,1
FL,Florida,Volusia County,metro,1205,1205,1385,1385,1700,1700,2241,2241,2429,2429,1
FL,Florida,Wakulla County,metro,979,979,1073,1073,1199,1199,1561,1561,1588,1588,1
FL,Florida,Walton County,metro,1058,1058,1244,1244,1364,1364,1897,1897,2288,2288,1
FL,Florida,Washington County,metro,866,866,928,928,1017,1017,1257,1257,1603,1603,1
GA,Georgia,Appling County,nonmetro,765,765,770,770,973,973,1313,1313,1608,1608,1
GA,Georgia,Atkinson County,nonmetro,755,755,760,760,973,973,1168,1168,1395,1395,1
GA,Georgia,Bacon County,nonmetro,765,765,770,770,973,973,1353,1353,1395,1395,1
GA,Georgia,Baker County,nonmetro,765,765,770,770,973,973,1353,1353,1395,1395,1
GA,Georgia,Baldwin County,nonmetro,783,783,894,894,1073,1073,1287,1287,1476,1476,1
GA,Georgia,Banks County,nonmetro,765,765,770,770,973,973,1217,1217,1395,1395,1
GA,Georgia,Barrow County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Bartow County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Ben Hill County,nonmetro,788,788,793,793,973,973,1167,1167,1395,1395,1
GA,Georgia,Berrien County,nonmetro,737,737,742,742,973,973,1353,1353,1632,1632,1
GA,Georgia,Bibb County,metro,1085,1085,1158,1158,1307,1307,1567,1567,1731,1731,1
GA,Georgia,Bleckley County,nonmetro,737,737,742,742,973,973,1266,1266,1395,1395,1
GA,Georgia,Brantley County,metro,1035,1035,1105,1105,1293,1293,1550,1550,1906,1906,1
GA,Georgia,Brooks County,metro,915,915,921,921,1192,1192,1583,1583,1915,1915,1
GA,Georgia,Bryan County,metro,1455,1455,1533,1533,1680,1680,2235,2235,2547,2547,1
GA,Georgia,Bulloch County,nonmetro,812,812,898,898,1178,1178,1433,1433,1560,1560,1
GA,Georgia,Burke County,metro,939,939,1114,1114,1261,1261,1627,1627,1984,1984,1
GA,Georgia,Butts County,metro,936,936,977,977,1075,1075,1427,1427,1803,1803,1
GA,Georgia,Calhoun County,nonmetro,765,765,770,770,973,973,1353,1353,1474,1474,1
GA,Georgia,Camden County,nonmetro,1043,1043,1117,1117,1225,1225,1704,1704,1997,1997,1
GA,Georgia,Candler County,nonmetro,765,765,770,770,973,973,1353,1353,1632,1632,1
GA,Georgia,Carroll County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Catoosa County,metro,1211,1211,1263,1263,1390,1390,1734,1734,1853,1853,1
GA,Georgia,Charlton County,nonmetro,784,784,790,790,1036,1036,1242,1242,1485,1485,1
GA,Georgia,Chatham County,metro,1455,1455,1533,1533,1680,1680,2235,2235,2547,2547,1
GA,Georgia,Chattahoochee County,metro,895,895,939,939,1088,1088,1445,1445,1703,1703,1
GA,Georgia,Chattooga County,nonmetro,789,789,794,794,973,973,1353,1353,1632,1632,1
GA,Georgia,Cherokee County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Clarke County,metro,1159,1159,1183,1183,1331,1331,1734,1734,1831,1831,1
GA,Georgia,Clay County,nonmetro,765,765,770,770,973,973,1217,1217,1395,1395,1
GA,Georgia,Clayton County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Clinch County,nonmetro,765,765,770,770,973,973,1353,1353,1395,1395,1
GA,Georgia,Cobb County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Coffee County,nonmetro,675,675,885,885,973,973,1275,1275,1610,1610,1
GA,Georgia,Colquitt County,nonmetro,737,737,742,742,973,973,1167,1167,1591,1591,1
GA,Georgia,Columbia County,metro,939,939,1114,1114,1261,1261,1627,1627,1984,1984,1
GA,Georgia,Cook County,nonmetro,765,765,770,770,973,973,1315,1315,1359,1359,1
GA,Georgia,Coweta County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Crawford County,metro,1085,1085,1158,1158,1307,1307,1567,1567,1731,1731,1
GA,Georgia,Crisp County,nonmetro,780,780,785,785,973,973,1167,1167,1288,1288,1
GA,Georgia,Dade County,metro,1211,1211,1263,1263,1390,1390,1734,1734,1853,1853,1
GA,Georgia,Dawson County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,DeKalb County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Decatur County,nonmetro,848,848,850,850,973,973,1287,1287,1288,1288,1
GA,Georgia,Dodge County,nonmetro,737,737,742,742,973,973,1167,1167,1288,1288,1
GA,Georgia,Dooly County,nonmetro,765,765,770,770,973,973,1283,1283,1288,1288,1
GA,Georgia,Dougherty County,metro,966,966,1006,1006,1129,1129,1534,1534,1858,1858,1
GA,Georgia,Douglas County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Early County,nonmetro,782,782,888,888,973,973,1238,1238,1340,1340,1
GA,Georgia,Echols County,metro,915,915,921,921,1192,1192,1583,1583,1915,1915,1
GA,Georgia,Effingham County,metro,1455,1455,1533,1533,1680,1680,2235,2235,2547,2547,1
GA,Georgia,Elbert County,nonmetro,831,831,836,836,1074,1074,1288,1288,1422,1422,1
GA,Georgia,Emanuel County,nonmetro,828,828,888,888,973,973,1239,1239,1632,1632,1
GA,Georgia,Evans County,nonmetro,737,737,742,742,973,973,1167,1167,1288,1288,1
GA,Georgia,Fannin County,nonmetro,737,737,742,742,973,973,1323,1323,1328,1328,1
GA,Georgia,Fayette County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Floyd County,metro,822,822,923,923,1192,1192,1541,1541,1626,1626,1
GA,Georgia,Forsyth County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Franklin County,nonmetro,770,770,775,775,1017,1017,1219,1219,1458,1458,1
GA,Georgia,Fulton County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Gilmer County,nonmetro,714,714,830,830,1036,1036,1357,1357,1738,1738,1
GA,Georgia,Glascock County,nonmetro,765,765,770,770,973,973,1217,1217,1395,1395,1
GA,Georgia,Glynn County,metro,1035,1035,1105,1105,1293,1293,1550,1550,1906,1906,1
GA,Georgia,Gordon County,nonmetro,703,703,833,833,1011,1011,1406,1406,1590,1590,1
GA,Georgia,Grady County,nonmetro,737,737,742,742,973,973,1343,1343,1490,1490,1
GA,Georgia,Greene County,nonmetro,803,803,808,808,973,973,1320,1320,1325,1325,1
GA,Georgia,Gwinnett County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Habersham County,nonmetro,850,850,855,855,1018,1018,1357,1357,1363,1363,1
GA,Georgia,Hall County,metro,1177,1177,1381,1381,1514,1514,1834,1834,2127,2127,1
GA,Georgia,Hancock County,nonmetro,765,765,770,770,973,973,1252,1252,1632,1632,1
GA,Georgia,Haralson County,metro,838,838,844,844,1107,1107,1345,1345,1718,1718,1
GA,Georgia,Harris County,metro,895,895,939,939,1088,1088,1445,1445,1703,1703,1
GA,Georgia,Hart County,nonmetro,816,816,821,821,1042,1042,1249,1249,1494,1494,1
GA,Georgia,Heard County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Henry County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Houston County,metro,1106,1106,1221,1221,1362,1362,1821,1821,2148,2148,1
GA,Georgia,Irwin County,nonmetro,857,857,862,862,1089,1089,1306,1306,1561,1561,1
GA,Georgia,Jackson County,nonmetro,981,981,1004,1004,1153,1153,1483,1483,1934,1934,1
GA,Georgia,Jasper County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Jeff Davis County,nonmetro,765,765,770,770,973,973,1167,1167,1417,1417,1
GA,Georgia,Jefferson County,nonmetro,788,788,793,793,973,973,1167,1167,1452,1452,1
GA,Georgia,Jenkins County,nonmetro,765,765,770,770,973,973,1353,1353,1395,1395,1
GA,Georgia,Johnson County,nonmetro,828,828,888,888,973,973,1181,1181,1395,1395,1
GA,Georgia,Jones County,metro,1085,1085,1158,1158,1307,1307,1567,1567,1731,1731,1
GA,Georgia,Lamar County,nonmetro,754,754,759,759,973,973,1353,1353,1476,1476,1
GA,Georgia,Lanier County,metro,915,915,921,921,1192,1192,1583,1583,1915,1915,1
GA,Georgia,Laurens County,nonmetro,671,671,742,742,973,973,1284,1284,1614,1614,1
GA,Georgia,Lee County,metro,966,966,1006,1006,1129,1129,1534,1534,1858,1858,1
GA,Georgia,Liberty County,metro,1225,1225,1283,1283,1406,1406,1868,1868,2359,2359,1
GA,Georgia,Lincoln County,metro,743,743,758,758,995,995,1305,1305,1317,1317,1
GA,Georgia,Long County,metro,987,987,1034,1034,1133,1133,1409,1409,1901,1901,1
GA,Georgia,Lowndes County,metro,915,915,921,921,1192,1192,1583,1583,1915,1915,1
GA,Georgia,Lumpkin County,metro,1085,1085,1136,1136,1245,1245,1577,1577,2089,2089,1
GA,Georgia,Macon County,nonmetro,737,737,742,742,973,973,1167,1167,1632,1632,1
GA,Georgia,Madison County,metro,1159,1159,1183,1183,1331,1331,1734,1734,1831,1831,1
GA,Georgia,Marion County,metro,895,895,939,939,1088,1088,1445,1445,1703,1703,1
GA,Georgia,McDuffie County,metro,939,939,1114,1114,1261,1261,1627,1627,1984,1984,1
GA,Georgia,McIntosh County,metro,1035,1035,1105,1105,1293,1293,1550,1550,1906,1906,1
GA,Georgia,Meriwether County,metro,758,758,763,763,1001,1001,1392,1392,1511,1511,1
GA,Georgia,Miller County,nonmetro,765,765,770,770,973,973,1353,1353,1407,1407,1
GA,Georgia,Mitchell County,nonmetro,828,828,888,888,973,973,1275,1275,1468,1468,1
GA,Georgia,Monroe County,metro,984,984,1048,1048,1174,1174,1408,1408,1662,1662,1
GA,Georgia,Montgomery County,nonmetro,737,737,742,742,973,973,1353,1353,1632,1632,1
GA,Georgia,Morgan County,metro,1256,1256,1315,1315,1442,1442,1729,1729,2419,2419,1
GA,Georgia,Murray County,metro,726,726,827,827,1009,1009,1403,1403,1687,1687,1
GA,Georgia,Muscogee County,metro,895,895,939,939,1088,1088,1445,1445,1703,1703,1
GA,Georgia,Newton County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Oconee County,metro,1159,1159,1183,1183,1331,1331,1734,1734,1831,1831,1
GA,Georgia,Oglethorpe County,metro,1159,1159,1183,1183,1331,1331,1734,1734,1831,1831,1
GA,Georgia,Paulding County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Peach County,metro,885,885,1030,1030,1129,1129,1466,1466,1495,1495,1
GA,Georgia,Pickens County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Pierce County,nonmetro,789,789,794,794,1042,1042,1249,1249,1380,1380,1
GA,Georgia,Pike County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Polk County,nonmetro,771,771,776,776,1018,1018,1290,1290,1348,1348,1
GA,Georgia,Pulaski County,nonmetro,854,854,858,858,1003,1003,1280,1280,1438,1438,1
GA,Georgia,Putnam County,nonmetro,892,892,898,898,1134,1134,1546,1546,1626,1626,1
GA,Georgia,Quitman County,nonmetro,765,765,770,770,973,973,1217,1217,1395,1395,1
GA,Georgia,Rabun County,nonmetro,770,770,851,851,1117,1117,1553,1553,1687,1687,1
GA,Georgia,Randolph County,nonmetro,778,778,783,783,1028,1028,1233,1233,1361,1361,1
GA,Georgia,Richmond County,metro,939,939,1114,1114,1261,1261,1627,1627,1984,1984,1
GA,Georgia,Rockdale County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Schley County,nonmetro,765,765,770,770,973,973,1342,1342,1395,1395,1
GA,Georgia,Screven County,nonmetro,737,737,742,742,973,973,1222,1222,1395,1395,1
GA,Georgia,Seminole County,nonmetro,765,765,770,770,973,973,1347,1347,1395,1395,1
GA,Georgia,Spalding County,metro,1585,1585,1660,1660,1820,1820,2182,2182,2605,2605,1
GA,Georgia,Stephens County,nonmetro,762,762,767,767,1006,1006,1275,1275,1688,1688,1
GA,Georgia,Stewart County,metro,803,803,843,843,973,973,1293,1293,1351,1351,1
GA,Georgia,Sumter County,nonmetro,824,824,829,829,1088,1088,1305,1305,1441,1441,1
GA,Georgia,Talbot County,metro,803,803,843,843,973,973,1353,1353,1521,1521,1
GA,Georgia,Taliaferro County,nonmetro,765,765,770,770,973,973,1217,1217,1395,1395,1
GA,Georgia,Tattnall County,nonmetro,737,737,742,742,973,973,1167,1167,1632,1632,1
GA,Georgia,Taylor County,nonmetro,828,828,888,888,973,973,1353,1353,1395,1395,1
GA,Georgia,Telfair County,nonmetro,828,828,852,852,973,973,1215,1215,1288,1288,1
GA,Georgia,Terrell County,metro,966,966,1006,1006,1129,1129,1534,1534,1858,1858,1
GA,Georgia,Thomas County,nonmetro,1001,1001,1048,1048,1149,1149,1456,1456,1521,1521,1
GA,Georgia,Tift County,nonmetro,766,766,821,821,973,973,1174,1174,1462,1462,1
